【校招】算法工程师,北京·朝阳区·太阳宫,,20-35K·16薪,在校/应届本科,BOSS直聘,人力资源服务D轮及以上1000-9999人,深度学习算法 自然语言处理 推荐算法 算法设计,"工作职责：
1. 负责 Boss直聘，店长直聘，看准网 等 产品 和 业务 中的 算法研究 和 系统开发 相关工作
2. 包括 推荐系统，搜索引擎，知识图谱 以及 数据挖掘，自然语言处理 等相关领域的研发
3. 结合业务的需要，分析问题，研发合适的 算法模型 和 系统，驱动业务发展
任职要求：
1. 计算机，数学，物理 等相关专业的本科，硕士，博士
2. 良好的编码基础，熟悉 Java/Python/C++ 一种或多种
3. 熟悉常见的 机器学习算法，熟悉 自然语言处理，推荐，搜索，知识图谱，数据挖掘 等，至少一个领域的当前常用方法和技术，有实际工业应用的项目经验 或 作为主要作者的论文发表 更佳。
4. 好奇心强，动手能力强，喜欢 挑战 和 解决 复杂问题。
5. 逻辑思维好，能够用简洁的语言清楚表达观点
6. 目标导向，技术驱动，追求用最恰当的技术方法，获得最好的产品效果。
职位招聘20-60人"
图像算法实习生,北京,发布于04月01日,200-350元/天,4天/周3个月本科,好未来,互联网已上市10000人以上,深度学习算法 视觉图像算法 C++ Python,"岗位职责：
1.参与图像OCR相关算法的研究、改进和应用；
包括但不局限于文字检测、识别，图像分类等。
2.参与移动端图像算法的研发和部署。
任职资格：
1.计算机图像、视觉专业，硕士以上学历；
2.熟悉TensorFlow、caffe、pytorch等主流开发框架；
3.熟悉C++、Python等编程经验；"
算法工程师（2021届）（30K-50K*16M ）,北京·朝阳区·定福庄,发布于02月26日,30-50K·16薪,在校/应届本科,好大夫在线,移动互联网D轮及以上500-999人,深度学习算法 自然语言处理 算法设计 机器学习算法,"算法工程师（2021届）（30K-50K*16M &面议）
1、用机器学习、文本挖掘等技术，对结构化和非结构化数据进行挖掘，发现其潜在关系，指导医疗大数据应用落地；
2、构建通用的分布式环境下机器学习系统，快速支持算法应用；
3、参与文本意图分析，包括文本分类和聚类，拼写纠错，实体识别与消歧，中心词提取，短文本理解等；
4、探索医疗AI领域。
任职资格：
1、计算机/通信等相关专业，统招博士学历，有较好的理论基础和快速的学习能力；
2、熟练掌握TensorFlow，pyTorch，Caffe，HTS等社区开源工具中的一种及以上；
3、对常用的机器学习/深度学习算法有深入理解，例如：LR/GMM/SVM/CRF/MaxEnt/HMM/NN 等；
4、熟悉 linux 开发环境，掌握至少一门编程语言，如 C++、Python等；
5、有NLP或图像领域的工作或研究经验，搭建过实际线上系统者优先；
6、表达能力强，乐观向上，自我驱动力强，具备敏锐的洞察力和良好的抗压能力。
我们的优势
1、广阔的业务发展前景：好大夫在线是中国领先的互联网医疗平台之一
2、快速的能力提升：全面的培训体系，1V1导师制，优秀的团队成员，同组定期经验分享
3、丰厚的激励回报：极具行业竞争力的薪酬，一年 2 次晋升调薪机会
4、完善的公司福利：五险一金、免费健身房、食堂、免费班车、员工体检、节日福利等
5、福利升级： 签订两方后发放 5000 元生活安置费，试用期工资全额发放。
职位招聘5人"
算法实习生,北京·朝阳区·酒仙桥,发布于12月23日,220-280元/天,4天/周3个月本科,360集团,互联网D轮及以上1000-9999人,深度学习算法 自然语言处理 视觉图像算法,"岗位描述：
1、基于大规模机器学习和数据挖掘技术，尤其是基于深度学习的个性化推荐算法，挖掘用户的兴趣点，完成千人千面的个性化推荐；
2、利用基于深度学习的nlp、cv等技术，进行文本、图片和视频的内容提取，为产品个性化推荐提供内容理解。
岗位要求：
1、深入理解nlp相关技术：长短文本分类、关键词提取、非结构化文本关系抽取，以及文本语义匹配等技术。
2、熟悉cv的目标检测、OCR、或者图片分类等技术，为视频内容提供理解。
3、熟练掌握Tensorflow、PyTorch等深度学期框架，熟练掌握Hadoop、Spark、PySpark等大数据平台。
4、具有较好的技术结合业务思维者优先。
实习要求：
1、至少3个月实习期，每周4-5天"
机器学习系统工程师(实习),北京·朝阳区·亚运村,发布于03月26日,250-350元/天,5天/周3个月本科,小红书,互联网D轮及以上1000-9999人,深度学习算法 自然语言处理 视觉图像算法 算法设计,"* 你会参与到的事情:
负责开发小红书内部机器学习系统,确保公司飞速增长的业务所需要的各类算法模型顺利生产和落地,服务于公司各个产品;
高效优化和部署计算机视觉、语音、自然语言处理等核心业务模型;
与算法紧密结合,分析性能瓶颈和系统架构,软硬件结合优化,实现极致性能;
* 我们希望你:
1. 全日制计算机相关专业本科及以上学历;
2. 熟练掌握Linux环境下的C/C++、Python语言;
3. 掌握CS常见数据结构和算法,具备扎实的计算机科学功底和编程能力;
4. 能够熟练使用至少一种主流的机器学习框架(TensorFlow / PyTorch等),熟悉框架内部实现；
* 加分项(非必须):
1. 对深度学习训练/推理有实操经验;
2. 有GPU开发经验,实现过深度学习算子;
3. 有TensorRT使用经验;
4. 有分布式开发经验;
5. 熟悉并行计算算法，擅长各类并行编程；
6. 熟悉模型剪枝、量化等优化方法；
注：表现优异者可转正"
图形渲染,北京·朝阳区·望京,发布于03月03日,15-25K·14薪,在校/应届本科,云畅游戏,游戏已上市500-999人,C++ OpenGL Shader 游戏,"工作职责：
1、游戏中Shader的开发与效果优化
2、针对移动平台图形性能优化
3、各种3D软件的插件开发
4、各种图形算法与视觉效果的研究与实现
任职要求：
1、大学本科及以上学历, 计算机或者数学类相关专业优先；
2、具有良好的团队合作精神，积极主动，有较强的学习能力；
3、扎实的3D、数学知识，并能将其运用到渲染效果创作中；
4、熟悉AAA级游戏中常见的渲染技术，并对某一领域有深入理解，比如全局光照、粒子、材质表现、性能优化
5、熟悉主流必要的编程语言之一：C++/C#，至少熟悉DirectX、OpenGL、Metal或者Vulkan中的一种图形API，并有很较强的shader编写能力
6、有一定debug和性能分析能力
职位招聘1人"
算法工程师-校招-21届应届生招聘,北京·朝阳区·太阳宫,发布于03月01日,28-55K·14薪,在校/应届本科,便利蜂,互联网不需要融资1000-9999人,深度学习算法 算法设计 机器学习算法 C++,"岗位职责：
1.负责便利蜂门店商品推荐或店务智能决策系统相关算法设计和效果优化；
2.应用数据挖掘等技术来处理海量数据，并完成特征提取、模型构建与算法调优等；
3.运用合理的方法构建并不断完善算法模型，包括但不限于销量预测、收益管理 、资源优化、商品图谱、人群画像等。
任职资格：
1.2021年应届毕业生，计算机/数学/工程类专业；
2.对零售行业的问题有好奇心，有良好的沟通能力和学习能力；
3.能对复杂的业务问题进行拆解，从中识别出规律或模式，并进行合理的抽象，最终给出算法化的落地方案；
4.具备扎实的代码能力和数据结构基础，熟练使用Python，并有C++/Java中至少一门语言的使用经验；
5.在机器学习方面具备一定基础，熟悉至少2～3 种主流机器学习模型，包括但不限于 LR, GBDT, 随机森林, 神经网络。
加分项：
1.对最新技术趋势保持追踪，了解最近2年机器学习领域的最新研究成果；
2.在以下程序设计比赛(ACM 区域赛, TOP Coder SRM)中获得TOP 名次；
3.在数据挖掘类比赛(KAGGLE, 天池) 获得TOP 名次。
职位招聘5-20人"
图像深度学习实习生,北京·大兴区·马驹桥,发布于04月01日,100-200元/天,4天/周5个月本科,金风科技,计算机软件已上市1000-9999人,视觉图像算法 深度学习算法 Python Java,"职责：
1. 针对业务需求及业务场景进行图像数据处理；
2. 协助算法岗进行CV等方面的数据整理；
3. 图像识别方面深度学习模型的训练、优化及部署；
4. 部门其他基础类事物；
要求：
1.计算机相关专业，本科及以上学历；
2. 掌握python、java等语言；
3. 熟悉tensorflow、pytorch等框架，resnet、yolo等模型，有部署能力者优先；
4. 为人踏实，积极上进，有责任心，较好沟通能力与团队合作能力。"
深度学习(实习),北京·海淀区·上地,发布于02月02日,300-500元/天,4天/周3个月本科,华为,计算机软件不需要融资10000人以上,深度学习算法 视觉图像算法 机器学习算法 人工智能,"目标对象：毕业时间在 2021-11-01 以后的海内外高校在读硕博，成绩优异，具有扎实的计算机视觉算法基础，动手能力强， 具备论文写作的能力；对华为的业务场景拥有浓厚兴趣。
1． 计算机相关专业硕士或博士，对机器学习及深度学习技术在视觉系统中的应用有研究兴趣，希望发表相关的顶会论文;
2． 熟练应用tensorflow/pytorch等深度学习框架，并能快速实现和调试自定义算法，有领域相关竞赛获奖可加分；
3． 加分项：有相关领域顶会（ICML/NIPS/ICLR/ICCV/CVPR/ECCV/...）论文发表经验者优先。
团队是华为旗下顶级人工智能研发团队，专注于计算机视觉、机器学习和深度学习等领域的技术研发，依托多年积累的技术经验与前沿技术探索，通过云+端的产品和行业解决方案，有效地解决各类业务问题。
实验室成员多数来自于清华、北大、中科院、浙大等顶级高校的博士、硕士，在CVPR，ECCV，ICCV，PAMI，AAAI，IJCAI等顶级会议期刊上发表过诸多论文，先后申请了近百项专利，具有深厚的学术研究背景和良好的工程实践能力。"
搜索推荐算法工程师,北京·海淀区·五道口,发布于02月20日,15-25K·14薪,在校/应届本科,敦煌网,电子商务D轮及以上500-999人,深度学习算法 自然语言处理 推荐算法 视觉图像算法,"一、工作职责:
1、在公司电商平台海量用户和数据的基础上，进行搜索推荐系统的改进，负责推荐算法的升级；
2、负责用户画像，推荐算法和机器学习平台的搭建；
3、持续关注策略规则对推荐效果的影响，改善推荐效果指标；
4、提供基于数据驱动的功能创新方案，优化用户体验;
5、针对具体的场景挑战，研发新的推荐策略和算法，并不断优化效果和性能。
二、任职资格:
1、熟悉常用机器学习算法和数据结构；
2、熟悉Java，熟悉linux操作，至少熟悉一种脚本语言（python, shell等）；
3、熟悉至少一种web开发和服务开发框架者优先；
4、熟悉深度学习算法原理，有TensorFlow开发经验者优先；
5、熟悉Hadoop、Spark、Kafka等计算平台和工具者优先；
6、具备用户画像、排序优化、知识库建设等经验优先；
7、有电商经验者优先。"
语音合成算法工程师(实习),北京·海淀区·中关村,发布于03月29日,150-200元/天,3天/周3个月本科,汽车之家,互联网已上市1000-9999人,深度学习算法 语音算法 Python Shell 人工智能,"负责语音合成前期的数据处理、前端和声码器的设计。
任职要求：
1、Python/shell/C/C++/Java至少会两种，熟悉Linux平台；
2、有语音信号处理/TTS/NLP相关经验优先；
3、有机器学习/深度学习相关经验。"
NLP高级算法工程师-校招内推,北京,发布于03月12日,26-45K,在校/应届本科,阿里巴巴高德,互联网已上市1000-9999人,深度学习算法 机器学习算法 Python Java C++,"职位描述
1. 负责高德信息业务-内容理解算法组自然语言理解方向的算法和技术研发，包括但不限于分词、命名实体识别、文本分类、开放标签挖掘、预训练语言模型、文本生成等，应用于POI tag、POI榜单生成、短视频内容理解等实际业务中。
2. 开发具体模型算法，和工程团队合作配合，推进线上应用，改善LBS移动出行场景的信息分发体验。
职位要求
1. 计算机、通信、自动化、电子、数学、统计等理工科专业，硕士及以上学历。
2. 掌握传统机器学习和深度学习的基础知识，有自然语言处理相关领域应用经验优先；
3. 对业界新技术敏感、喜欢钻研，具备熟练的英文读写能力，在ACL/EMNLP/ICLR/NIPS/AAAI/KDD等顶会或者期刊发表论文者优先；
4. 具备扎实的Python、C++或者Java等编程基础，熟悉主流深度学习工具PyTorch/TensorFlow等；
职位招聘1-700人"
算法工程师,北京·朝阳区·望京,发布于12月29日,19-25K·20薪,在校/应届本科,松果出行,移动互联网C轮1000-9999人,深度学习算法 算法设计,"岗位职责
1、参与城市车辆调度系统建设，优化出行场景下的各种应用算法（凸优化、组合优化、强化学习、深度学习），包括：供需预测、资源调度、路径规划等；
2、参与智能营销平台建设，优化营销方案；
3、基于海量的数据，挖掘高价值的信息、实现数据精准化；
4、理解并抽象公司其他业务，探索算法前沿进行落地，提升公司业务的智能化程度，拓展业务边界；
任职要求：
1、熟练掌握常见的机器学习算法，如 LR、SVM、GBDT、KNN；
2、了解常见的深度学习算法和模型，如：ANN、CNN、RNN
 2、熟练使用Python；
3、对技术有热情，良好的业务理解力，积极主动，团队沟通协作力佳；
4、有海量数据处理分析经验，了解Hadoop，Hive，Spark等大数据处理平台优先；
5、有ACM 比赛经历或曾在顶会上发表过相关论文优先；"
2021春招-算法研究员-北京,北京·海淀区·西三旗,发布于03月04日,20-40K·14薪,在校/应届本科,旷视MEGVII,计算机服务D轮及以上1000-9999人,深度学习算法 视觉图像算法 运动控制算法 算法设计,"工作职责:
1.推进计算机视觉和深度学习领域的核心算法；
2.构建计算机视觉或深度学习领域的关键应用；
3.将最好的算法在有趣有用的商业场景中落地。
任职资格:
1.过硬的科研背景：深度学习/机器学习；计算机视觉（包括分类，检测，分割，跟踪，SLAM和三维重建）；图像或信号处理；计算摄影学和计算机图形学。
2.扎实的编程基础；
3.熟悉本研究领域的最新研究成果，公开数据集，和相关的开源系统；
4.有很强的自学能力和独立思考能力，善于思考和表达自己的想法；同时又具备良好的团队合作精神；
5.熟悉 Python 等至少一门脚本语言，使用过 Theano, Caffe, Torch, TensorFlow 等开源深度学习框架优先；
6.有深度模型训练，图像分类.物体检测与分割.视频分析.三维建模.计算机图形学等相关科研经历者（例如顶级会议第一作者）优先。
职位招聘1-1000人"
音视频算法实习生-H,北京,发布于03月23日,200-250元/天,5天/周2个月本科,网易有道,互联网已上市10000人以上,视觉图像算法 语音算法 算法设计 视频算法 C++,"岗位描述
1、负责音视频相关(视频压缩，音频前后处理，网络协议)核心算法改进和维护；
2、负责音视频相关算法(视频压缩，音频前后处理，网络协议)模块的量化评估；
3、持续跟踪业界最新研究进展，并探索将其产品化的可能；
4、生产流程中视频编解码算法水平的持续提升，为画质提升、带宽降低、处理成本降低提供底层支持。
岗位要求
1、重点高校研究生及以上学历，计算机，通信工程相关专业；
2、熟悉Linux，Java, C/C++开发语言，熟悉计算机网络；
3、有以下领域之一的背景：音频算法（回音消除、语音增强、噪声抑制、自动增益控制、去混响、麦克风阵列信号处理等），视频算法（视频压缩性能调优，VR视频，视频前处理），网络处理（网络冲突检测，网络冲突控制，tcp性能优化，可靠UDP传输优化）；
4、良好的主动性，逻辑思维能力和沟通能力。"
软件工程师-算法工程研发方向,北京·朝阳区·安贞,发布于03月15日,15-25K·18薪,在校/应届本科,龙湖集团,工程施工已上市10000人以上,搜索算法,"工作职责
1、算法系统的工程化研发工作，包括但不限于检索系统、对话系统、知识工程、图像处理系统等；
2、持续优化系统架构，提高系统在高并发、大流量下的容灾容错能力，保证系统的高可用性、性能、安全；
3、算法模型的推理优化开发，包括但不限于神经网络的架构搜索、量化、剪枝、蒸馏。
任职要求
1、  本科以上计算机相关专业；
2、  具有扎实的计算机编程能力，熟练掌握java/前端/IOS/安卓等任一开发语言；
3、  思路清晰，善于思考，责任心强；
4、   善于沟通，具备较强的团队协作意识和能力。
培养计划
龙湖数字科技（digital technology）仕官生是龙湖仕官生招聘的新成员。随着龙湖数字科技的成长成熟，越来越多国内外精英学子成为龙湖仕官生，在龙湖广泛的应用场景中磨炼本领、快速成长。从业务一线到数据支撑决策，从客户洞察、数据赋能到空间制造和管理，龙湖数字科技不仅仅为其仕官生提供丰富的应用场景、广阔的成长空间、完善的培养体系，更旨在将仕官生培养成为业内最为璀璨的数字化人才。"
算法工程师,北京·海淀区·牡丹园,发布于03月03日,3-8K,在校/应届本科,中华会计网校,在线教育不需要融资1000-9999人,深度学习算法 推荐算法 机器学习算法 Java,"岗位职责：
1、负责个性化推荐系统整体算法策略的设计与实现；
2、负责推荐线上排序系统的效果优化与迭代；
3、参与大规模分布式机器学习训练打分系统的探索与实现。
任职要求：
1、2020-2021届本科/硕士应届生，计算机相关专业；
2、熟悉Windows、Linux操作系统的维护操作；
3、了解Java，或C/C 语言及相关开发工具；
4、人品端正，能吃苦耐劳，踏实工作；
5、具有较强的团队合作精神，责任心强。
职位招聘1-2人"
算法研究实习生,北京,发布于12月28日,200-300元/天,3天/周3个月本科,寒武纪,电子/半导体/集成电路已上市1000-9999人,深度学习算法 自然语言处理,"工作职责:
结合智能处理器硬件特性，设计、实现及部署图像、视频、自然语言等领域人工智能算法。
要求:
1、本科及以上学历，专业不限，有良好的编程基础；
2、了解机器学习算法，了解各种开源深度学习框架
3、有计算机体系结构知识者优先；
4、可至少实习3个月以上，每周实习3天以上。可尽快到岗者优先。"
语音识别(实习),北京·海淀区·西直门,发布于04月06日,150-250元/天,4天/周3个月本科,出门问问,智能硬件D轮及以上500-999人,语音算法 自然语言处理 Python C++ ASR,"Roles & Responsibilities
- 参与/负责语音识别系统的维护与更新，根据具体的应用效果不断改进模型或算法；
- 参与/负责数据的获取、处理以及生成，用于具体应用的优化与更新；
- 参与to B项目，根据具体的项目提供相应算法或模型解决方案；
- 参与/配合算法组其他人跟踪业界新研究成果，并应用到实际项目中；
- 参与/配合实现相关AI平台的开发。
Qualifications
- 全日制（本科|硕士）及以上学历，计算机、通信等相关专业。
- 熟练使用c/c++ 或者 python 编程语言。
- 熟悉常用的数据结构与算法，以及计算机体系结构相关知识。
- 掌握基本的机器学习知识，对统计模型有比较清晰的理解。
- 认真仔细，有较强的实践和解决问题的能力。"
算法工程师,北京·海淀区·西三旗,发布于03月05日,15-30K·15薪,在校/应届本科,饿了么,O2O不需要融资10000人以上,Java,"21届应届生，Java开发、测试、前端、算法
不需要你有过高的基础能力
在工作中学习与成长
我们给你全方面的资源培养你
只要你有足够的学习能力
就可以来和我们一起加油！"
自然语言处理工程师,北京,发布于03月22日,15-30K·13薪,在校/应届本科,中科院自动化所,其他行业不需要融资1000-9999人,深度学习算法 人工智能 大数据 文本挖掘,"1. 工作内容
1). 使用文本挖掘、自然语言处理、语义分析、数据挖掘、深度学习等方法完成文本数据的分析和挖掘；
2). 在专家（博士）指导下，完成和负责特定领域文本数据的分析，进行文本分类、关键词抽取、实体识别、问句分析等任务；
3). 在权威专家指导下，对自然语言处理和知识图谱领域中的前沿技术进行探索和研究。
2. 任职要求
1). 计算机、人工智能相关专业，本科及以上学历;
2). 具有扎实的数学基础；具有较好的编程能力（至少熟练使用Python、Java、C/C++一门编程语言），对于数据结构和算法设计有较为深刻的理解;
3). 熟悉自然语言处理基本概念，有文本挖掘、中文信息处理、知识工程等方面的开发经验者优先；
4). 熟练使用TensorFlow或PyTorch者优先；
5). 能够服从团队安排，责任心强，具备团队协作能力，能够在一定的压力下完成多项任务；
6). 对使用NLP技术解决实际问题尤为感兴趣者优先。
3. 特别说明
期待你加入人工智能国家级战略团队，完成国家重大任务，不仅具有五险一金、周末双休、带薪年假、员工体检、团队春秋游等员工福利，还能在人工智能顶级专家悉心指导下实现自我成长与蜕变。
职位招聘2-4人"
算法工程师,北京·朝阳区·望京,发布于03月16日,18-35K·14薪,在校/应届本科,完美世界,游戏已上市1000-9999人,深度学习算法 自然语言处理 算法设计 机器学习算法,"工作内容：
1.参与机器学习、深度学习领域的技术研发工作，包括但不限于神经网络模型设计与优化、强化学习、迁移学习、主动学习、维度降低、核方法、谱方法、特征提取与稀疏学习、等级学习、推荐、随机优化等的算法和系统研发 ；
2.参与构建通用的分布式环境下机器学习平台，快速支持算法应用；
3.参与业务项目，包括自然语言处理、文本分析、图片处理、用户行为分析等；
4.负责提供大数据分析建模方案，沉淀行业解决方案，协助拓展业务边界 ；
5.负责提供分布式的算法实现的解决方案，大幅提升算法计算规模和性。
任职要求：
1.计算机/通信等相关专业，研究生及以上学历，有较好的理论基础和快速的学习能力
2.熟练使用TensorFlow，pyTorch，Caffe，HTS等社区开源工具中的一种及以上
3.对常用的机器学习/深度学习算法有一定的理解，例如：LR/GMM/SVM/CRF/MaxEnt/ HMM/CNN/RNN 等
4.熟悉 linux 开发环境，具有极佳的工程实现能力，精通C/C++、Java、Python等至少一门编程语言
5.有相关机器学习产品线上系统开发经验者优先
6.良好的数据敏感能力、较强的逻辑分析能力
7.良好的团队合作精神，能够做到严谨、皮实、乐观
职位招聘5-15人"
感知 / SLAM 算法实习生,北京·朝阳区·望京,发布于09月15日,300-600元/天,4天/周4个月本科,NIO蔚来,汽车生产已上市1000-9999人,深度估计 deep slam SLAM / VIO 视觉 3D 检测,"工作职责：
1. 协助研发自动驾驶系统的核心算法。
2. 协助构建自动驾驶算法的数据和评测系统。
（工作地点后续在海淀区）
岗位要求：
1. 对自动驾驶相关的感知算法（包括图像分类、目标检测、关键点检测、语义分割、目标跟踪、目标预测、Lidar Detection、SLAM、多相机融合）有浓厚的兴趣，并致力于在这些领域长期发展。
2. 扎实的编程基础，在 Python 和 C++/CUDA 有一定的编程经验。
3. 熟悉一个或多个深度学习框架，有 tensorflow/pytorch 的深度使用经验者优先。
4. 实习时间每周不少于 4 天，总共不少于 4 个月。
5. 优先相关专业的硕士和博士研究生。"
算法开发(实习),北京·海淀区·中关村,发布于04月02日,400-450元/天,4天/周3个月本科,北京字节跳动,移动互联网D轮及以上10000人以上,视觉图像算法 自然语言处理,"团队介绍：Data-EDU是DATA中台下专门支持教育业务的算法部门。我们紧贴教育业务，让技术赋能教育：通过教学教研引擎持续创新教育内容，让它们变得更加生动和丰富；通过互动学习引擎让教育形式变得更加有趣和有效，提升学习体验和效率；通过个性化教辅服务和高校智能运营让教育能真正的为每个人量身定制；通过新型的人机交互为教育提供新的手段和体验。我们在北京和上海两地都建有团队，以算法为核心能力，拥有算法，工程和产品三个职能线。我们专注于AI算法的各个领域，包括计算机视觉、自然语言理解、广告、推荐和搜索等。目前支持的业务涵盖了启蒙教育、K12教育、作业辅导、进校业务以及教育硬件等全方位、全年龄段教育领域。
1、研究和开发推荐、搜索、NLP、图像等领域的算法；
2、结合教育业务场景，将算法落地到具体业务场景中；
3、跟进前沿的推荐、搜索、NLP、图像等技术，保持技术的迭代更新；
4、参与共建字节的算法能力，对具体的行业领域技术进行分析沉淀。"
NLP算法实习生,北京·大兴区·亦庄,发布于03月06日,200-300元/天,4天/周6个月本科,京东集团,电子商务已上市10000人以上,Python TensorFlow 人工智能 深度学习算法,"工作职责：
1、负责自然语言处理、数据挖掘、深度学习等相关方向的技术研发工作
2、对海量数据进行分析加工
3、参与搜索排序算法优化及query意图识别工作
4、针对汽车市场相关业务场景，探索创新算法和技术
岗位要求：
1、2022年及以后毕业，本科及以上学历，计算机，应用数学等相关专业，有良好的数据结构的算法基础
2、熟练使用Python开发语言，有扎实的编程功底
3、有较强的算法理论基础，包括但不限于意图识别、语义分析、文本挖掘、信息抽取等
4、有nlp，机器学习相关经验优先
5、有转正机会，架构师直面，当天面试出结果，5-10天发offer"
算法研究实习生,北京·海淀区·西二旗,发布于03月03日,50-70元/天,4天/周3个月本科,千里马招标网,互联网不需要融资500-999人,人工智能 视觉图像算法 自然语言处理 Python,"岗位职责：
阅读、整理、讲解AI文献
追踪最新研究成果
岗位要求：
对AI有兴趣。
英语阅读能力好。
来自985/211院校优先
备注：
前沿技术追踪组要求
专业年龄不限"
算法实习生,北京·朝阳区·望京,发布于03月24日,240-250元/天,3天/周1个月本科,阿里云,互联网已上市10000人以上,人工智能 物联网 产业升级 新基建 智慧城市,"关键字：人工智能，城市大脑，产业升级，新基建，可转正
关于我们：
阿里云数据智能事业部，利用数据和算法，帮助各行业做数字化转型，提高社会生产效率，是AI落地最重要的场景，新基建的重要组成部分。在这里，你可以利用机器学习、运筹优化、数据挖掘等技术，解决各种现实问题，让我们一起用代码来改变世界！
1，计算机、数学等相关理工科专业硕士以上学历
2，有机器学习、运筹、优化等相关项目经验，熟悉python，java，C/C++中至少一门程序语言，善于用数据分析和解决问题
3，毕业时间为2021年11月-2022年10月"
name,address,update,wage,degree,company,company_info,tag,detail
自动驾驶感知数据算法研究员|北京(实习),北京·海淀区·中关村,发布于03月31日,250-500元/天,5天/周3个月本科,商汤科技,互联网C轮1000-9999人,深度学习算法 算法设计 机器学习算法 机器人,"商汤科技-移动智能事业群-智能驾驶团队招聘「自动驾驶感知数据算法」研究实习生
工作职责：
1. 研究如何充分利用在不同数据集上训练的深度学习模型来提升在目标数据集上的性能。
2. 研究在传感器方案升级的情况下，对模型进行迁移，并利用原有标注数据提升模型性能。
3. 研究如何充分利用已有标注/未标注数据来进行有监督/自监督/弱监督的训练，从而提升感知算法性能。
4. 负责工业/学术界相关领域前沿算法的跟踪与复现。
5. 在学术会议或期刊上发表研究成果提升公司在学术领域的声望。
6. 参与相关研究的工程转化，让学术研究成果能够落地成为惠及全人类的现实技术！
职位要求：
1. 自动化、电子工程、计算机、软件等相关专业，硕士及以上学历。
2. 有Transfer Learning、Active Learning、Online Learning等研究经历优先。
3. 对自动驾驶传感器与感知算法有了解者优先。
3. 熟悉机器学习理论，熟练使用PyTorch/TensorFlow/Caffe等主流深度学习工具链。
4. 认可数据的价值，渴望用数据推动自动驾驶技术进步。
5. 有技术有极致的追求，有超强的学习能力，愿意接受挑战，有强烈的好奇心及执行力。
6. 具备极强的自主探索、解决问题的能力和精神。
7. Coding能力强，有并行开发经验者优先。
8. 有学术会议发表论文优先（一作/二作，非必须）。
P.S. 我们渴望志同道合的同学，一起从事前沿技术的探索和研究，力求付出十二分努力，做出真正改变人类生活的技术！
每周5天，能实习6个月以上者优先。
工作地址：
上海市徐汇区商汤科技大厦/北京市海淀区泰鹏大厦/深圳市南山区深圳湾科技生态园"
提前批-机器学习工程师,北京·海淀区·西北旺,发布于02月23日,20-25K·16薪,在校/应届本科,百度,互联网已上市10000人以上,深度学习算法 搜索算法 Python 推荐算法,"工作职责：
-负责百度B2B搜索的核心技术研究和开发
-应用各种前沿算法在爱采购场景，优化策略效果，提高用户体验
-基于对用户诉求和客户诉求的深入理解和数据分析，优化策略算法，为客户创造更大的价值
职位要求：
-精通C/C++/Python语言编程，熟悉linux平台
-熟悉常用的数据结构基础和机器学习算法，熟悉搜索/推荐算法优先
-具备优秀的分析解决问题能力、良好的沟通能力以及团队合作精神
-对搜索技术和探索未知领域有浓厚的兴趣,对解决具有挑战性问题充满激情
职位招聘1-2人"
IRDC-算法开发见习研究员（北上深杭）,北京·海淀区·中关村,发布于04月02日,200-250元/天,4天/周4个月本科,SenseTime,计算机软件C轮1000-9999人,深度学习 reid 检测 关键点 人脸,"商汤集团海外研发中心 IRDC（International Research & Development Center），是商汤AI能力出海的主力先锋，本着以创新能力为驱动，为客户和合作伙伴创造价值的使命，不断为商汤海外业务拓展落地贡献力量。
工作职责
1、进行计算机视觉深度学习/机器学习算法设计、研发、迭代等工作
2、进行一个或多个项目的研究，包括但不限于：通用物体检测、关键点检测识别、图像分类和属性识别等
3、参与算法的创新设计和实现；研究，重现，以及对比最前沿的算法
4、进行计算机视觉相关算法在众多应用领域的性能优化，以及配合团队完成相关项目的落地
5、负责开发管理研究所需要的工具以及算法平台
任职要求
1、本科及以上学历，计算机、电子信息或软件等相关专业
2、具有计算机视觉，机器学习优化算法基础，数据挖掘或人工智能的相关经验
3、熟练使用C/C++、python中至少一种编程语言；掌握caffe、tensorflow、pytorch等深度学习框架之一；
4、具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队合作能力，在工作中敢于突破与创新，对解决具有挑战性的问题充满激情；
加分项：
1、行业内相关的实习、高校实验室、研究所研究经验、以及工作经验
2、有较强的研究能力，可以进行算法研究的创新设计和实现
3、有与机器学习研究相关的开源项目的贡献背景；
4、在国际顶尖会议或期刊发表机器学习相关论文 (包括但不限于CVPR, ICCV, ECCV, NIPS, ICML, ICLR, AAAI)
5、有参加过ACM-ICPC/SC-SCC等竞赛的经验；有机器学习相关的比赛经验者或在重要数据集的排行榜上排名靠前的优先，包括ImageNet等相关竞赛、Kaggle等一些国内外商业比赛"
